nom,type,adresse,telephone,site_web,lat,lng,email_contact,statut,notes
Le Saint-Jean,restaurant,Nice,,,43.6890962,7.3337411,,,OSM
Le salon de thé,bar,Nice,+33 4 93 76 44 02,https://www.villa-ephrussi.com/en/prepare-your-visit/tea-room,43.6966884,7.3281466,,,OSM
Le Saloon,restaurant,Nice,,,43.6567174,7.1814984,,,OSM
Le San Juan,restaurant,7 Boulevard Franck Pilatte Nice,+33 4 93 89 64 39,http://www.lesanjuan.com/,43.694328,7.287683,,,OSM
Le Sant'Ana,restaurant,Nice,,,43.6571055,7.1830731,,,OSM
Le Sauveur,bar,Nice,,,43.698288,7.277623,,,OSM
Le Séjour Café,restaurant,Nice,+33 4 97205535,https://www.sejourcafe.com/,43.6989337,7.2649109,,,OSM
Le Siècle,restaurant,Nice,+33 4 92 14 44 09,https://www.hotel-westend.com/restaurant-le-siecle/,43.6946664,7.2597581,,,OSM
Le Six,bar,Nice,,https://le-six.fr/,43.6960738,7.273006,,,OSM
Le Socle,restaurant,Nice,,https://lesocle.eatbu.com,43.7019254,7.2830173,,,OSM
Le Soleil d'Asie,restaurant,Nice,,,43.7035675,7.2639692,,,OSM
Le Spey River,restaurant,Nice,,,43.6554602,7.1803097,,,OSM
Le Sphynx,bar,Nice,,,43.7076882,7.2658565,,,OSM
Le Splendid,bar,Nice,,,43.7016538,7.2559574,,,OSM
Le St Claude,bar,1 Boulevard Carlone Nice,,https://le-saint-claude-nice.eatbu.com,43.6935721,7.2431248,,,OSM
Le Sun Sea,restaurant,3 Rue Valperga Nice,+33 4 93 62 30 14,,43.7043079,7.2701644,,,OSM
Le Sunset,bar,Nice,,,43.695237,7.2750433,,,OSM
Le Surf,bar,36 Avenue Paul Arène Nice,,,43.7083522,7.2522013,,,OSM
Le Swing,bar,Nice,,,43.7020907,7.2769991,,,OSM
Le Taj'Nice,restaurant,Nice,,,43.6945753,7.256455,,,OSM
Le Tchitchou,restaurant,Nice,,,43.7015659,7.2629134,,,OSM
Le Temps d‘un été,restaurant,25 Promenade des Anglais Nice,+33 4 83 66 02 49,https://www.letempsdunete-plage.fr/,43.6944023,7.2613301,,,OSM
Le Terre del Sud,restaurant,Nice,,https://leterredelsud.fr/fr,43.6963287,7.2619103,,,OSM
Le Tire Bouchon,restaurant,Nice,,https://www.le-tire-bouchon.com/,43.6965732,7.2753941,,,OSM
Le Tono,restaurant,Nice,+33 4 93 87 84 17,https://www.letono.fr/,43.7017506,7.2640373,,,OSM
Le Toulouse Lautrec,bar,Nice,,,43.7017268,7.2567281,,,OSM
Le Trastevere,restaurant,7 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 01 94 26,,43.7035792,7.3121318,,,OSM
Le Trimaran,restaurant,Nice,,https://creperieletrimarannice.eatbu.com/,43.6986764,7.278323,,,OSM
Le Truc,bar,Nice,+33 6 74 90 18 09,https://le-truc-de-nice.business.site/,43.6946893,7.2540928,,,OSM
Le Tyffen,bar,Nice,,,43.6960442,7.2615563,,,OSM
Le Veillon,bar,Nice,,,43.7086969,7.2633317,,,OSM
Le Verdi,restaurant,Nice,+33 4 93 82 24 39,,43.6995041,7.2614613,,,OSM
Le Victor Hugo,restaurant,Nice,,,43.6983319,7.2589545,,,OSM
Le Virginie,restaurant,Nice,+33 4 93 55 10 07,https://www.levirginie.com/,43.7052882,7.289528,,,OSM
Le VLT,restaurant,Nice,,https://restaurant-le-vlt-nice.fr,43.6995388,7.2783762,,,OSM
Le Yen,restaurant,Nice,,https://leyen.fr/restaurant-nice/,43.6968052,7.2717989,,,OSM
Leedy's,restaurant,Nice,,,43.6570728,7.1829282,,,OSM
Léoléa,restaurant,Nice,,,43.6895207,7.3342417,,,OSM
Les 3 saveurs,restaurant,23 Boulevard Gorbella Nice,,,43.719635,7.256516,,,OSM
Les Agitateurs,restaurant,Nice,+33987330203,https://www.lesagitateurs.com/,43.7005164,7.2843652,,,OSM
Les Amoureux,restaurant,Nice,+33 4 93 07 59 73,,43.7008256,7.2856503,,,OSM
Les Arcades,restaurant,Nice,,https://pizzeria-les-arcades.eatbu.com,43.6988873,7.2841113,,,OSM
Les Balancelles,restaurant,Nice,,https://lesbalancelles.com/,43.7042241,7.2700877,,,OSM
Les Cocottes,restaurant,38 Boulevard de la Madeleine 06000 Nice,+33 6 03 15 69 22,,43.6957453,7.2426822,,,OSM
Les Compagnons de la Grappe,restaurant,Nice,,https://lescompagnonsdelagrappe.com/,43.7002257,7.2807337,,,OSM
Les Copains,restaurant,Nice,+33489974618,,43.699783,7.2852172,,,OSM
Les Deux Canailles,restaurant,Nice,,https://www.lesdeuxcanailles.com/,43.6982977,7.2715196,,,OSM
Les Deux Chefs,restaurant,Nice,,,43.7093336,7.2571298,,,OSM
Les Distilleries Idéales,bar,Nice,+33 4 93 62 10 66,,43.6962374,7.2766458,,,OSM
Les Epicuriens,restaurant,Nice,,https://www.les-epicuriens-restaurant-nice.com/,43.7006079,7.2729034,,,OSM
Les Filous,restaurant,Nice,,,43.7037524,7.2868954,,,OSM
Les Jardins d'Asadir,restaurant,Nice,,,43.6571465,7.1832655,,,OSM
Les Jardins du Capitole,restaurant,Nice,,https://www.lesjardinsducapitole.com/,43.6936733,7.2549218,,,OSM
Les mimosas du cours,restaurant,Nice,+33 9 87 43 97 17,https://www.lesmimosasducours.com/,43.6952932,7.2767877,,,OSM
Les Oeillets,bar,26 Rue Catherine Segurane 06300 Nice,,,43.6985445,7.2820313,,,OSM
Les Palmeria,restaurant,Nice,,,43.7028818,7.3112351,,,OSM
Les Palmiers,restaurant,1 Avenue des Palmiers Henry Dunant Nice,,http://www.restaurant-les-palmiers.fr/,43.7328623,7.2716745,,,OSM
Les parleuses,bar,5 Place Général Marshall Nice,,https://www.lesparleuses.com/,43.7022899,7.2758552,,,OSM
Les Pêcheurs,restaurant,Nice,+33 4 93 89 59 61,https://lespecheurs.com/,43.6964898,7.2861772,,,OSM
Les pins d'Alep,restaurant,Nice,,https://lespinsdalep.fr,43.6965515,7.2867357,,,OSM
Les Sens,restaurant,Nice,+33 9 81 06 57 00,https://www.les-sens-nice.fr/,43.7002905,7.2701743,,,OSM
Les Terrasses du Parc Impérial,restaurant,5 Avenue Suzanne Lenglen 06000 Nice,+33492155804,https://les-terrasses-du-parc-imperial-40.webself.net/accueil,43.7048208,7.2524191,,,OSM
Let's Dough,bar,Nice,,https://commandes-lets-dough.com,43.6970071,7.2771368,,,OSM
Lettuce & co,restaurant,455 Promenade des Anglais Nice,,https://commande.lettuceandco.fr/home/places,43.6677221,7.2143659,,,OSM
Lili,bar,27 Rue de Lépante Nice,,,43.7055857,7.2689433,,,OSM
Little Boho,restaurant,Nice,,,43.7014263,7.2795414,,,OSM
Little Café,bar,Nice,,,43.7039017,7.2647248,,,OSM
Little Italy,restaurant,Nice,,,43.6887502,7.3339614,,,OSM
Loffre,bar,14 bis Rue Defly Nice,,,43.7023422,7.276251,,,OSM
Loka,restaurant,Nice,,,43.696563,7.2646183,,,OSM
Los Amigos,restaurant,21 Avenue Auguste Vérola Nice,,,43.7106397,7.1937524,,,OSM
Lou Balico,restaurant,Nice,+33 4 93 85 93 71,https://loubalico.com/,43.7013624,7.2776451,,,OSM
Lou Bantry,restaurant,13 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 91 87 68,https://restaurant-lou-bantry.fr/,43.704022,7.3123663,,,OSM
Lou Casteù,restaurant,Nice,,,43.6960422,7.279792,,,OSM
Lou Ficanas,bar,14 Rue Biscarra Nice,,,43.7029681,7.2692572,,,OSM
Lou Gesu,restaurant,Nice,+33 4 93 62 26 46,https://lou-gesu.eatbu.com,43.6968412,7.277096,,,OSM
Lou Ginestre,restaurant,160 bis Route de Saint-Antoine Nice,+33493866018,,43.6975435,7.227185,,,OSM
Lou Kalu,bar,Nice,,https://loukalu.eatbu.com,43.6956517,7.2718228,,,OSM
Lou Pantaïl,restaurant,Nice,,https://www.loupantail.com/,43.7141228,7.2624237,,,OSM
Lou papa,restaurant,54 Avenue Simone Veil 06200 Nice,+33 6 01 59 12 38,https://agencemd.wixstudio.com/loupapa,43.6832328,7.2037097,,,OSM
Lou Pastrouil,restaurant,Nice,+33 4 93 62 32 13,https://loupastrouil.fr,43.6968751,7.27432,,,OSM
Lou Pilha Leva,restaurant,Nice,,,43.6981152,7.2767178,,,OSM
Lou Pistou,restaurant,Nice,,,43.6965582,7.2731148,,,OSM
Lou Pitchoun,bar,2 Place Saetone Nice,,,43.7038086,7.2646317,,,OSM
Lou Tape,restaurant,Nice,,https://www.loutape-nice.com/,43.6988329,7.2712608,,,OSM
Lou trambalan,restaurant,8 Rue de Sospel 06300 Nice,,,43.7097432,7.2922169,,,OSM
Lu Fran Calin,restaurant,Nice,+33 4 93 80 81 81,https://lu-francalin.fr/,43.697377,7.2756962,,,OSM
Lucky Thé,bar,Nice,,,43.6789684,7.2291704,,,OSM
Luna Tiki,bar,Nice,+33 4 93 56 03 77,https://lunatiki-bar.com/,43.6949804,7.2830107,,,OSM
Lviv Croissants,bar,Nice,,https://lvivcroissants.com/fr,43.708942,7.2623679,,,OSM
Ma cave,restaurant,25 Boulevard Saint-Roch 06300 Nice,,,43.7114578,7.292574,,,OSM
Ma Nolan's,bar,Nice,+33493802387,https://ma-nolans.com,43.6956368,7.27309,,,OSM
Ma Yucca,restaurant,Nice,,https://mayucca.fr/,43.6969707,7.2609476,,,OSM
Madamepizza,restaurant,Nice,,,43.6903022,7.3338291,,,OSM
Magnolia Café,restaurant,Nice,,https://magnolia-cafe-restaurant-nice.fr,43.7007664,7.2820571,,,OSM
Maï cuisine,restaurant,455 Promenade des Anglais Nice,,https://www.maicuisine.fr/,43.6689093,7.2146951,,,OSM
Maïdo,restaurant,Nice,,https://www.restaurant-maido.fr/,43.6994936,7.2740896,,,OSM
Maïoun,restaurant,Nice,,,43.7003755,7.2802569,,,OSM
Maison Barale Raviolis,restaurant,Nice,,,43.6964465,7.276059,,,OSM
Maison Blacker,bar,Nice,,,43.6975019,7.2761611,,,OSM
Maison De Re,restaurant,23 Rue Marceau Nice,,https://maison-de-re.com,43.7073007,7.265608,,,OSM
Maison départementale des 1000 premiers jours,asso,Nice,,,43.6835216,7.2332475,,,OSM
Maison départementale des seniors,asso,Nice,,,43.6919629,7.2471158,,,OSM
Maison des Associations,asso,5 Avenue Claude Gimelle Nice,+33 4 97 13 49 20,,43.7226191,7.2510865,,,OSM
Maison F.,restaurant,Nice,+33 7 64 03 51 26,https://www.restaurant-maisonf.com/,43.6953093,7.2859231,,,OSM
Maison JIN,restaurant,Nice,+33 4 92 26 16 66,,43.7045569,7.2633064,,,OSM
Maison Joia,restaurant,Nice,,https://maison-joia.com/,43.6994796,7.2567353,,,OSM
Maison Margaux,restaurant,Nice,,,43.6977848,7.2673394,,,OSM
Maizon,restaurant,Nice,+33 9 81 33 74 98,,43.7019798,7.2780597,,,OSM
Malongo Café,bar,Nice,+33 4 93 85 95 01,https://www.malongo.com/boutiques/boutique-cafe-malongo-nice-jean-medecin/,43.7036303,7.2658522,,,OSM
Mama Tzigane,bar,Nice,+33 9 74 64 07 46,,43.7008618,7.2844098,,,OSM
Maman les p’tits bateaux,bar,Nice,,,43.7021383,7.2743381,,,OSM
Mamma Mia,restaurant,Nice,,https://mammamia-saleya.com/,43.695588,7.2766805,,,OSM
Mamma Roma,restaurant,Nice,+33 4 89 24 59 76,https://www.mammaroma.fr/fr/home,43.6985694,7.2715009,,,OSM
Mange Voyage Aime,restaurant,Nice,,,43.7035191,7.2854349,,,OSM
Mani,restaurant,Nice,+33 4 93 14 13 64,,43.6963134,7.2650722,,,OSM
Marechiaro,restaurant,Nice,,https://marechiaro.fr/,43.7027646,7.3112326,,,OSM
Mariass 1901,bar,Nice,+33 7 70 24 87 95,https://mariass1901.business.site/,43.7026437,7.2650791,,,OSM
Marinette,restaurant,Nice,+33 4 93 88 29 52,https://www.restaurantmarinette.fr/,43.6970645,7.2753254,,,OSM
MARMAR,restaurant,Nice,,,43.6993474,7.2846681,,,OSM
Mascareignes,restaurant,Nice,+33 4 89 00 62 80,https://mascareignes-cafe.fr/,43.6965371,7.2763208,,,OSM
Master Home,bar,Nice,,,43.6967973,7.2745046,,,OSM
May Ly,restaurant,Nice,,https://www.mayly.fr/,43.6808962,7.230454,,,OSM
Meat House,restaurant,Nice,,,43.7061972,7.2663044,,,OSM
Megaron,bar,16 Avenue Georges Clemenceau Nice,,,43.7018079,7.2642389,,,OSM
Meraki,restaurant,Nice,,,43.6954722,7.2749722,,,OSM
Metà e metà,restaurant,Nice,,https://meta-e-meta-restaurant-nice.eatbu.com/,43.7037492,7.2699507,,,OSM
Mets and Café,restaurant,28 Rue Assalit Nice,,,43.7056226,7.2659138,,,OSM
Mezza Rosa,restaurant,4 Rue de Suisse Nice,,https://mezzarosa.com/,43.7035002,7.2654888,,,OSM
Mi Casa,restaurant,Nice,,,43.6977308,7.2757808,,,OSM
MI U MI,restaurant,Nice,+33 9 54 89 93 46,,43.6977484,7.2757022,,,OSM
Miamici,restaurant,Nice,,,43.6996122,7.2644731,,,OSM
Mian,restaurant,Nice,,,43.7035781,7.2815752,,,OSM
Miette à Miette,bar,33 Avenue de la République Nice,,,43.7027194,7.2813398,,,OSM
Miss B.,bar,Nice,,,43.7014252,7.2758785,,,OSM
Mister Pizza,restaurant,23 Boulevard Gorbella Nice,,,43.7197275,7.2564533,,,OSM
"MM salon de thé, pâtisserie, chocolaterie",bar,Nice,+33 9 66 84 55 02,https://patisseriemm-nice.com/,43.7137208,7.2617818,,,OSM
Moka,bar,Nice,,,43.697783,7.2693264,,,OSM
Monkeys,bar,Nice,,,43.6567783,7.1817218,,,OSM
Monte Cristo,bar,Nice,,,43.7076245,7.2841676,,,OSM
Mother India,restaurant,Nice,,https://motherindia.fr,43.6959953,7.2770631,,,OSM
Movida,bar,Nice,+33 4 93 80 48 04,https://www.movida.today,43.6950164,7.2770766,,,OSM
Nabulio,bar,Nice,,,43.7006251,7.2819088,,,OSM
NÂGA Street-food,restaurant,76 Boulevard de la Madeleine 06000 Nice,+33 9 88 05 40 62,https://naga-streetfood.com/,43.6977488,7.2407963,,,OSM
Nespo,restaurant,Nice,+33 4 86 84 06 06,https://www.nespo-restaurant.com/,43.6985835,7.260246,,,OSM
New Bharati,restaurant,Nice,+33 9 72 89 73 42,https://newbharati.com/,43.7013351,7.2570596,,,OSM
Nhà Quê,restaurant,2 Place Saetone Nice,,,43.7038795,7.2646936,,,OSM
Nha trang,restaurant,Nice,,,43.7033166,7.2644784,,,OSM
Nice à vélo,asso,Nice,,,43.698336,7.2786301,,,OSM
Nice Art Café,bar,34 Boulevard Auguste Raynaud Nice,,,43.7134298,7.2588865,,,OSM
Nice Dock,bar,Nice,,,43.6949109,7.2829875,,,OSM
Nicéa Café,bar,Nice,,,43.7002678,7.2873259,,,OSM
Nikaïa,restaurant,52 Avenue Pierre Isnard Nice,,,43.6867172,7.1982228,,,OSM
Nina,bar,Nice,,,43.6955566,7.2610228,,,OSM
Nissa Tamoul,restaurant,Nice,,https://www.nissatamoul.com/,43.7045333,7.2888703,,,OSM
Noisette,bar,Nice,+33 9 86 71 69 60,https://cafenoisette-nice.fr,43.6946529,7.2564603,,,OSM
nom nom café,bar,10 Rue Gubernatis Nice,,,43.6991605,7.2737525,,,OSM
Nomad,restaurant,Nice,+33 4 97 08 34 86,,43.6989628,7.2776002,,,OSM
Nonna,restaurant,Nice,+33 4 89 22 70 96,https://www.nonnarestaurant.fr/,43.6909095,7.3338724,,,OSM
Nooris,restaurant,Nice,,https://www.nooris.com/fr/,43.6974352,7.2654573,,,OSM
Novotel Café,restaurant,455 Promenade des Anglais Nice,,,43.6670977,7.2140966,,,OSM
Novotel Nice Aeroport Arenas,restaurant,455 Promenade des Anglais 06000 Nice,+33 4 93 21 22 50,http://www.novotel.com,43.667112,7.2142531,,,OSM
Nuances,restaurant,Nice,,https://www.nuances-restaurant.com/,43.6991907,7.2835292,,,OSM
Nuits Blanches,bar,20 Quai Lunel Nice,,,43.6960724,7.2832811,,,OSM
Nuvoletta,restaurant,Nice,+33 4 23 20 98 00,https://nuvoletta.fr/,43.7010114,7.2760162,,,OSM
O Corcovado,restaurant,Nice,,,43.6960514,7.260883,,,OSM
Ô Mai,restaurant,Nice,,http://www.omai-nice.com,43.7001583,7.2703569,,,OSM
O Petits Loups Café Poussette,bar,Nice,,,43.6869608,7.1823685,,,OSM
O'Cap,restaurant,Nice,,,43.6956021,7.2859955,,,OSM
O'Crazy,restaurant,Nice,+33 4 93 44 90 95,,43.6947386,7.2541967,,,OSM
O'Grill Bleu,restaurant,25 Avenue Simone Veil 06200 Nice,+33492070875,,43.6798779,7.203327,,,OSM
O'Morena,restaurant,Nice,+33 4 93 85 51 72,https://www.omorena.com/,43.697349,7.275138,,,OSM
O'Palermo,restaurant,Nice,,,43.6971371,7.2660752,,,OSM
O'Palio,restaurant,1 Rue Maréchal Vauban Nice,,,43.7121984,7.2850465,,,OSM
O'Select,restaurant,Nice,,,43.6793016,7.2284755,,,OSM
O'Staff,restaurant,Nice,+33 4 93 87 07 97,https://restaurant-o-staff-nice.fr,43.700871,7.2669357,,,OSM
O'tejo,restaurant,Nice,,https://le-restaurant-otejo.webnode.fr/,43.7063595,7.2671931,,,OSM
Obsession,bar,Nice,,,43.6952031,7.2755268,,,OSM
Oceanosa,restaurant,Nice,+33 9 53 36 61 67,https://oceanosa.com/,43.695708,7.2561013,,,OSM
Oh lala Café,bar,Nice,,,43.7045761,7.2694538,,,OSM
Olive & Artichaut,restaurant,Nice,+33 4 89 14 97 51,https://oliveartichaut.com/,43.6964992,7.2759971,,,OSM
OMA,bar,Nice,,,43.695942,7.2653205,,,OSM
Omura,restaurant,Nice,,,43.6974396,7.2663108,,,OSM
Onakaya,restaurant,Nice,,https://onaka-group.com/onakaya/,43.6980012,7.2675345,,,OSM
One Love,bar,Nice,,,43.6982613,7.266096,,,OSM
Onice,restaurant,Nice,,https://www.restaurantonice.com/,43.6987866,7.2827938,,,OSM
Opera,bar,Nice,,,43.6969528,7.2729935,,,OSM
Opéra de la Diacosmie,salle,8 Avenue Claude Debussy Nice,,https://www.opera-nice.org/fr/lieu/47/deuxieme-scene-la-diacosmie,43.6852651,7.2016609,,,OSM
Opéra de Nice,salle,Nice,+33 4 92 17 40 79,https://www.opera-nice.org/fr,43.695458,7.272514,,,OSM
Origines,restaurant,Nice,+33 9 86 34 36 85,https://www.originesrestaurant-nice.com/,43.70151,7.2740799,,,OSM
Örven,bar,18 Avenue Thiers Nice,,,43.7033588,7.2599713,,,OSM
Osaka,restaurant,Nice,,,43.6569027,7.1822482,,,OSM
Oscar,restaurant,Nice,+33 4 93 36 83 68,https://oscar-restaurant-nice.com/fr,43.6974333,7.2667345,,,OSM
Oxford,bar,Nice,,,43.6977098,7.2765658,,,OSM
Pablo,bar,Nice,,,43.6968185,7.2612239,,,OSM
Pachamama,restaurant,Nice,,,43.6976994,7.2762458,,,OSM
Pacific,bar,Nice,+33 4 93 79 46 70,http://www.pacificlounge.fr/fr,43.6979049,7.2763221,,,OSM
Paddy's,bar,Nice,,,43.6964142,7.277116,,,OSM
Pain & Cie,restaurant,Nice,,,43.6958107,7.273455,,,OSM
Palace,bar,Nice,,,43.7002609,7.2823577,,,OSM
Palais Nikaia,salle,163 Boulevard du Mercantour Nice,+33 4 92 29 31 29,https://www.nikaia.fr/,43.6784865,7.1989583,,,OSM
Palais Thai,restaurant,Nice,+33 9 54 00 05 01,,43.6954996,7.2550118,,,OSM
Pamela's,bar,Nice,,,43.7031494,7.2851989,,,OSM
Pamir,restaurant,Nice,,https://delicity.com/pamir,43.6982287,7.277932,,,OSM
Panasia,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.6573251,7.1971299,,,OSM
Panda Chine,restaurant,Nice,,https://pandachine.com/,43.6969855,7.2747334,,,OSM
Paneolio,restaurant,Nice,+33 4 93 92 45 81,,43.6995666,7.2781465,,,OSM
Panissa,bar,Nice,,,43.6955242,7.2654412,,,OSM
Panisse,restaurant,Nice,,,43.7008923,7.269575,,,OSM
Paola,bar,Nice,,,43.6992847,7.2665884,,,OSM
Paper plane,restaurant,Nice,,https://www.paperplanenice.com/,43.6998369,7.2732469,,,OSM
Pappagallo,restaurant,Nice,+33603979575,https://www.pappagallo.co/,43.7010769,7.2820096,,,OSM
Paradice,restaurant,Nice,,,43.6955081,7.2746101,,,OSM
Parcours,restaurant,Nice,,,43.74882,7.2786525,,,OSM
Pascucci,bar,Nice,,,43.7052562,7.2671671,,,OSM
Passable,restaurant,Nice,,,43.6933888,7.3253831,,,OSM
Pasta Basta,restaurant,Nice,+33 4 93 80 03 57,,43.6962981,7.2761151,,,OSM
Pause Café,bar,Nice,,,43.707165,7.2593437,,,OSM
Peche chez Bati,restaurant,Nice,,,43.6989163,7.2855616,,,OSM
Peppino,restaurant,Nice,+33 4 93 80 41 12,,43.6977372,7.2763713,,,OSM
Per Lei,bar,Nice,,,43.7005928,7.2833691,,,OSM
Perlone,restaurant,1 Rue Defly Nice,,,43.7015894,7.2777846,,,OSM
Pezza,restaurant,18 bis Rue Biscarra Nice,,,43.7026816,7.2684344,,,OSM
Philippe Tayac,bar,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,https://www.philippetayac.com/,43.6590626,7.1962431,,,OSM
Phnom Penh,restaurant,Nice,,,43.6970199,7.2725391,,,OSM
Pho 38,restaurant,Nice,+33 4 93 57 10 38,https://pho-38-nice.fr/en,43.6950071,7.2549739,,,OSM
Piccola Italia,restaurant,Nice,+33 7 61 96 54 70,https://restaurantpiccolaitalia.com,43.6978983,7.2765005,,,OSM
Piccolo Mondo,restaurant,Nice,,https://www.piccolo-mondo-restaurant-nice.fr/,43.7001661,7.264577,,,OSM
Pin-pin,restaurant,Nice,+33 9 66 88 37 21,,43.7004881,7.2825811,,,OSM
Pinocchio,restaurant,Nice,+33 4 89 22 31 89,,43.6940507,7.2565201,,,OSM
Piperno,restaurant,Nice,,https://piperno.fr/restaurants/4293-piperno-nice-saleya,43.6958434,7.2741563,,,OSM
Pirouette,restaurant,Nice,,http://lesagitateurs.com/pirouette,43.7004822,7.2849602,,,OSM
Pizza du Mont Boron,restaurant,4 Boulevard Maurice Maeterlinck 06300 Nice,+33 4 93 55 74 74,,43.6879204,7.2961579,,,OSM
Pizza Fiorentina,restaurant,29 Avenue Sainte-Marguerite Nice,,,43.6774187,7.2225009,,,OSM
Pizza Square,restaurant,Nice,,,43.7159998,7.2613062,,,OSM
Plage Beau Rivage,restaurant,107 Quai des États-Unis 06300 Nice,+33 4 92 00 46 80,https://plagenicebeaurivage.com,43.6947001,7.2698076,,,OSM
Plume,bar,Nice,,,43.6897486,7.241155,,,OSM
Poco Loco,restaurant,Nice,+33 4 93 88 85 83,https://poco-loco-restaurant-nice.eatbu.com/,43.6962469,7.2619286,,,OSM
Polly and Cie,restaurant,6 Avenue du Ray Nice,,https://www.pollyandcie.com/,43.7209311,7.2612245,,,OSM
Pompette,restaurant,Nice,,,43.700599,7.2814921,,,OSM
Pop dance,salle,54 Avenue Cyrille Besset Nice,+33 6 27 63 18 58,,43.7171299,7.2554999,,,OSM
Pop-o-Thym,restaurant,Nice,,,43.6954363,7.2753328,,,OSM
Portofino,restaurant,Nice,,,43.6572994,7.1846106,,,OSM
Posto 17,restaurant,Nice,,https://posto-17-nice.fr,43.7008689,7.2827975,,,OSM
Pourquoi Pas,restaurant,Nice,,,43.7106392,7.33582,,,OSM
Povera,bar,Nice,,,43.6984378,7.2829517,,,OSM
Prima Volta,restaurant,Nice,+33776326274,https://primavoltanice.fr/,43.7010075,7.2833973,,,OSM
ProvAmi,restaurant,Nice,,,43.7085881,7.2626058,,,OSM
Provenciaga,restaurant,Nice,,,43.6983665,7.2734414,,,OSM
Pub Carlone,bar,61 Boulevard Édouard Herriot Nice,+33492150853,https://www.facebook.com/Pub-Carlone-Nice-657994344312777/,43.6927138,7.2399429,,,OSM
Pub Latin,bar,Nice,,,43.6994784,7.2510252,,,OSM
Pure & Vins,restaurant,Nice,,https://www.pureandvrestaurant.com/,43.6993693,7.2743442,,,OSM
Q-G,bar,Nice,,,43.6568414,7.1819793,,,OSM
Quilombo,restaurant,4 Place Guynemer Nice,,,43.6941989,7.2823471,,,OSM
Rajmahal,restaurant,8 Rue Saint-Siagre Nice,,https://rajmahal-nice.fr,43.7059314,7.2659433,,,OSM
Ramen Litolito,restaurant,Nice,,,43.7160361,7.2612989,,,OSM
Ratapignata,restaurant,63 Avenue du Ray Nice,,,43.7252238,7.2528494,,,OSM
Read The Room English Bookstore & Coffeeshop,bar,3 Rue Jean-Pierre Papon 06300 Nice,,,43.701836,7.2814184,,,OSM
Real Tacos,restaurant,Nice,,,43.7046884,7.2647619,,,OSM
Realamen,restaurant,Nice,,,43.696364,7.2650442,,,OSM
Régence Plage,restaurant,223 Promenade des Anglais Nice,,,43.6843305,7.2358421,,,OSM
Relais Amical Nice,asso,Nice,,,43.6999307,7.2557307,,,OSM
Renée,restaurant,Nice,,https://renee-nice.com/,43.6949489,7.2624099,,,OSM
Restaurant Dante,restaurant,Nice,+33 4 93 44 03 58,https://restaurantdante.fr/,43.6957445,7.2551552,,,OSM
Restaurant de la Victorine (Bâtiment 8),restaurant,16 Avenue Édouard Grinda 06200 Nice,,,43.6745198,7.2175513,,,OSM
Restaurant du Club Nautique de Nice,restaurant,50 Boulevard Franck Pilatte 06300 Nice,+33 4 93 89 32 97,https://clubnautique-restaurant.com/,43.6921266,7.2899653,,,OSM
Restaurant Le Rony's,restaurant,124 Port de la Plaisance 06700 Nice,+33 4 92 27 12 35,https://ronys.fr/,43.6555844,7.1803874,,,OSM
Restaurant Simon,restaurant,Nice,+33 4 93 84 40 61,,43.7438761,7.2646293,,,OSM
Restaurant Solidaire - Face06,restaurant,Nice,,,43.703843,7.2641351,,,OSM
Restaurant Universitaire Carlone,restaurant,80 Boulevard Édouard Herriot Nice,+33 4 93 86 58 05,,43.6929617,7.2387932,,,OSM
Restaurant Universitaire Nice Centre,restaurant,7 Avenue Robert Schuman Nice,,,43.69652,7.24627,,,OSM
Resto U Montebello,restaurant,96 Avenue Valrose Nice,+33 4 92 07 77 17,https://www.crous-nice.fr/restaurant/resto-u-montebello/,43.7177577,7.2676298,,,OSM
Rêves en scène,salle,3 Rue du Docteur Fighiera 06300 Nice,,,43.7101699,7.293415,,,OSM
Rivea Restaurant,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.6579301,7.1961539,,,OSM
Riviera Coffee,bar,Nice,,,43.6942194,7.2564603,,,OSM
Robinson 06,salle,395 Rue Albert Camus Nice,,https://www.pagesjaunes.fr/pros/50790668,43.6808311,7.1885946,,,OSM
Rodizio,restaurant,Nice,+33 9 53 66 39 04,,43.6978837,7.2714504,,,OSM
Rosewood,bar,44 Rue Gioffredo Nice,,,43.699514,7.2736916,,,OSM
Rouge,restaurant,2 Rue de Foresta Nice,+33 9 77 94 22 39,https://rouge-restaurant.fr/,43.6972394,7.2827118,,,OSM
Route des Inde,restaurant,Nice,+33 4 93 88 99 40,https://www.route-des-inde-restaurant-nice.com/,43.6974744,7.2755828,,,OSM
Royal Kashmir,restaurant,30 Rue Pertinax Nice,,https://www.royalkashmir-nice.fr/,43.7050427,7.2660125,,,OSM
Royal Kebab,restaurant,Nice,+33 4 93 92 16 90,,43.6984196,7.2780114,,,OSM
Roze,restaurant,11 Place Garibaldi Nice,,,43.7005437,7.2808557,,,OSM
Ru.A,bar,Nice,,,43.6971005,7.277684,,,OSM
